,text,label
62513,@blair_xox haha not as wise as you yoda! OMFG YOU FUCKING STALKER!!! haha kidding. i neeeeeeed some more starbucks  &amp; disney time;) haha,0
62525,"@blak4ever hahaha, I know, right? He only lives a state away. Hahahahah. I wish. It's be amazing. ",1
62555,@BlakelyJames (not his real name) is sick for his wedding  . Trying to come up with bachelor party plans that include a sick groom.,0
62576,@blanketfort sorry :/ it's only one more than in your name though  GOD KYLE YOU'RE SUCH A JERK man i'm in a silly mood,1
62611,@blasphy yuh i always get super sick if i dont eat before getting in some kind of vehicle for a prolonged amount of time ,0
62621,"@BlatzLiquor he will be thr! We need suggestions 4 R own little beer sampling party ths evening, so put yr thinking cap on please! ",1
62655,@blctxt I'm good. Listening to music. Some a hot mess (from artists) and some great (from a producer)  How are you?,1
62875,"@billingtonart Start work at 10, madness till 7, home, tweet. Lots of caffeine, nicotine and other things,in between ",1
62891,@billraycyrus so sad to read in the NYPost no more HM show   Just started watching w/ my 4yo daughter. We need more family tv!!,0
62964,@bloghamptons that was an great story.  I remember last year that someone did that at a starbucks and it kept going down the line ,1
62984,"@billyraycyrus BILLY RAY! The Philly airport is like, 20 minutes from my house! I'm in that airport all the time. So coool ",1
62989,"@billyraycyrus Hello, Do You Answare Fans? i have been told miley cyrus dont :/  bad for me   i rlly wanna chat her -.-",0
63020,"@BlogWellDone i'm looking forward to checking it out! something everyone should know, how to make tofu not suck &amp; be not afraid ",1
63083,@BlokesLib Lots of potential but has to actually happen yet  I have faith it will at the right time  very deep for this hour LOL,1
63198,@Blucheeze I'm starving but in one of those moods where I can't decide what I want so I'll go without for longer ,0
63261,@bluefaceddukie  it was a good drama! i normally dont like dramas :\ and werent you really tired? why arent you asleep?,0
63313,@Bin4now5 yeah go for it!   We get sun in corner of garden where washing line is until at least 7.30 this time of year. ,1
63334,"@Bluemels ,  May Day, May Day, weekend of partying and cocktails is under threat... Damn, flu dont have common sense ",0
63350,"@bluepaintred i easily have like 50-60 stitches in my neck right now, plus glue etc i see get them taken out on tuesday ",1
63520,@BNichole8 yep yep yep me and @cheraustin is coming... hollllllaaaa!!! ok so from June1-30 im going in exercising so I maybe quiet ,0
63542,@boaike Sometimes I do just to see how we sound.  Like on our last episode I thought I sounded too soft and timid. ,1
63555,@BOBAashlee dang it! i wanted you to look at my thing. oh well..you can tmw. lol i wish my fone worked ,0
63557,@bobafettm Dude where did you guys go last night? I turned around and you were gone!  you still owe me that ride though... =],0
63563,"@bobatl u told us to release the mixtape before friday!!! aaaahhhh! not cool  you're still great, love you (not in the gay way)",0
63642,"@BOBBYFRESH09 yessssirr..everything is a learning process to develop character,strength &amp;prepare u 4 better things to come in the future ",1
63713,"@bobnadler Thanks, your description is enough  Rats! If I had suspected, I would have downloaded it to make sure it was worth recommending",1
63792,"@bograma isn't being proud enough? or, for example, what does your or my avatar has to do with our achievements? ",1
63845,@BoltClock oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,1
63898,@bone433 I can't get over all the cosmetic surgery. He is just a carnival. The bodyguards are so lovely---poor things. ,0
63917,@BONESgirl28 I cried myself to sleep last night...  i'm so depressed right now LOL. time to write hot and dirty fanfiction...,0
63942,"@Bonkt  Thanks girlie! WIsh i was in Camden for a birthday song!  soo, am I getting to meet you @any shows this summer?",0
63957,@BonnieGlick So cool that you go on these biking trips. I wouldn't last a mile. Gotta do something about it. ,1
63961,"@BonnieShae thx, me too!  The PT thinks the nerve damage could be perm at this point, though   Does not make a girl happy!",0
64006,@BoogieDownCHU Too Many PPL around the world lol are using it all at the same time. It is not letting me in his site ,0
64108,"@BoomShakkaLakka k, good idea.  I can record or about 20 mins and listen to yours the rest of the time. Excited, ",1
64250,@boulderdog1 @willmydoghateme no worries  I've dealt w/ car sickness which is also fear issue generally but not gen anx. JUST in a car ,0
64280,@binncheol I'm sorry  I think I borrowed it off someone and they didn't have the second... I'll read over the summer ,0
64317,"@boutiqueculture  I am trying to make myself feel better by telling myself that he's scared of me, but it's not really working ",1
64364,@Bowen12 how much does that body sculpting wrap or stress away massage usually cost? I'd like to get one for my mom. ,1
64432,"@bisante Hey Andy, I called you at your show.  Some fun stuff.  I'm totally gonna be at the next one! ",1
64446,"@boxbrown Because Snake Eyes has ALWAYS needed an inanimate, molded plastic mouth, that's why. We just never realized it until now! ",0
64532,@boywonder101  You shouldn't have used that word RESOLUTION. They always fail.  So you will be at stanchart? How many Kms?,1
64558,"@bpodr that's great. @ if you have any questions, comments, critiques, I'm sure the community can help, too ",1
64591,@Brad_Gary  Sad day -- I fell asleep early and left my laptop up and running. Let me know if you still want to drop by!,0
64594,@brad_newman Yikes... I did that with my iphone after only having it for a few weeks.   The Blackberry is so much better anyway!,0
64612,"@Bissettie I'm sorryy! Brittany's car didn't come until 7! I planned on going, but I didn't have a ride. ",0
64619,@bitcaw I would die if she ends up donning the headband by the end of the interview! Knew you'd love the side-glance. ,1
64656,@bradhfh and here i was thinking that you wanted to play music for a living. I guess sitting in airport lounges can be entertaining ,1
64670,@bradiewebbstack are you able to call me back? i was in the doctors with diabetes problems  dont worry if you cant though,0
64741,@bradleyjp decidedly undecided. Depends on the situation. When I'm out with the people I'll be in Chicago with? Maybe. ,1
64765,"@bradshorr Well, in our case it's just that I can't add a column of numbers twice and get the same answer. ",0
64784,"@bradyohalloran I suspect there aren't going to be upgrade options for existing owners, other than to pay more than the phone is worth ",0
64826,@brampitoyo Yep - I had stopped at a cash machine before the run and absentmindedly put it in my pocket. bye bye $40 bucks ,0
64828,"@brampitoyo yes yes, but there's a little part in a song that sounds cabaret-ish to me. Perhaps just my interpretation. ",1
64881,@Brandon_87 I c I c so if that's da case swing some more tunes my way ima ona downloadin spree thanks lol ,1
64952,"@brandyjbean I'm so jealous, it's my weekend to work  so I'm on tonight, tomorrow for 16 hours and Sun BOOO!",0
64974,@bittabuffalo escaping hot weather... WA is the place for that. You let me and @theclimbergirl know when you want to go climbing. ,1
64980,"@BittenbyBooks Just a reminder, head over to Bitten by Books for a chance to win some awesome swag.  http://bittenbybooks.com/?p=8041",1
65035,@bittertwitta trying to write - but getting distracted by the twitter world.. &amp; i think u should be whatever type of model you please ,1
65073,"@BizzyBiz516 call me! we kept missing one another yesterday, No i wasnt with Mr.Biggz! lol,hes in Miami with Fab ",0
65197,@BreakfastNews we don't have to tell people to watch.  You guys are just *that* good.  Thanks for giving me good breakfast news ,1
65239,"@bkmacdaddy howdy, I'm a little bit cold, but I hope I'm getting well soon, links also on their way here ",1
65247,@bkpatterson I think Target has 1 lb bags of M&amp;Ms with a zip lock lol I always grab a handful from my mom's ,1
65271,@breatheheavycom oh yes..I'm aware that I'm a day late in replying to your post..my twitter was doing funny stuff yesterday ,0
65356,"@BreezyDoll Yeah i still have my palm pre, i havent had the time to go take it back for a blackberry yet. ",0
65364,"@Bren_311 True! We all have different answers! LOL Oh and it's night time there, right? It's only the afternoon here. ",1
65365,@Bren1985 I've tried texting you from Adam's phone - I had an eye procedure today and am in incredible pain - no outing for me ,0
65381,@brendadada Heeeeee!!! Just about to wash it - let's hope the colour doesn't drain out..... It shouldn't - supposed to be fade resistant ,1
65482,@BlackheartBouvi hey man  we'll be there for the skinning run more than likely.  Just happy to help  Tosh and them got mad cloth,1
65487,@blackicing KICK ASS BABY! i can't believe this is one of the rare times where I won't be there when you play. ,0
65529,"@BlackoutsBox I love your picture, because I like the color purple, but I feel it's a bit terrifying but it's cool! ",1
65547,"@blacksynergist Thnx 4 the #followfriday luv, Crystal  Also, thnx 4 hlping 2 connect me w/ @roslynbazzelle. Her Piyolet prog looks gr8!",1
65553,@brenna1009 without Twitter I'd have no idea my aunt had a hankering for Starbucks...this seems like an obvious reason to tweet. ,1
65566,"@brennysue hahahaha, well that was nice of him. You will be missed though  I knew it really wasn't to see me.",0
65573,@brentblack depends. Dudeeee. I'd log out thou but LOL if it was Kris FAde LOL i'd read it....for u ,1
65614,"@brenv just got off now, that makes a 15 min turn around  Not sure to go for 5 or stay with even numbers =D",1
65621,@BlackTrenchWerk you know ATL is where we hang out hat. Love ATL. Been a little homesick  so what's good in ATL?,0
65681,@BrettSchaller be careful with that student loan stuff. I am still paying those back through the nose. Bankruptcy won't stop them either ,0
65706,@blak4ever goood ..oo good for you...and yea she did her original song ...ill tell you if she wins ..or wins ,1
65720,@BlakeeL Spa!!!so jealous..i could do with some pampering myself right now.too much studying is just not good for the stress levels  ENJOY,1
65840,"@BlayzeThePro Lol,, Sorry,,. Ate Yours,.! Its Pretty Hot Couldn' Help Myself,,. : \ Greedy It Is Then,,. ",1
65898,"@briandaugherty (Last one  So even if I argue in favor of amil and against pre/post, that doesn't mean I'm being closedhanded",1
65903,"@Bleakey Dude, it's so true. And the little asian ladies always rush me when I'm trying to pick a color. ",0
65918,@BLeigh1130   If I had the extra $ I'd pay for your ticket. I'm going with only food $ as it is.,0
66080,@blitzy_UK Hi!!!! Sadly I'm off to bed.. Wish you also a awesomely positive and happy day.. when ever that is for you ,1
66081,"@bliumchik have you DMed your email to @fictioncrush yet? For a start, in case Loon's busy sleeping or looking pretty or something ",1
66112,@brianrathbone sooo.. Hi there.. you appear to be following me now.. any particular reason you're following the Lesser Known jelliphiish? ,1
66117,@brianseitz  You lucky lucky man ._. I would kill to listen to the shins live :O I just bought all their albums off zune marketplace ,1
66127,@blkmansfluffgrl lookin for blk men? just open ur door and follow the smell of the coco butter.   or white woman's vagina LMAO!,1
66146,@Blockpartypress - What a nice hubs! Mine helped me clean my car - I rewarded him by letting him take a nap while I catch up online! ,1
66155,@blogdiva i have the same issue. it's awful. we might be allergic.  off! deep woods sportsman! http://is.gd/LWDU #DEET4LIFE,0
66179,@brianwurzell - Taylor doesn't have twitter...at least I don't think so. I think the Taylor you mentioned is somebody else. ,1
66218,"@BridgetsBeaches  dont get it here in australia yet, will it be coming to dvd at all, id love to buy it",0
66285,@blondebaby32681 you're kicking butt at all the games Keaton is doing today. Wish I could play but I'm not near a computer ,0
66358,@Blondore i sell travel mugs with beagles on  they R R60 &amp; super stylin' !! http://beagles.co.za/beagleshop/ check it wen u hav internet,1
66457,@briiiiipolden when I'm not in the city I have no choice and have to drive my car :/ the prices are suppose to go up ,0
66488,@brinshannara hmm... interesting.. I shall have to look into this a little more me thinks... but I'm still #otalia FTW! ,1
66543,@BrisaLauren - You have been Appointed as a Swag Assistant  - If @Diznee's Current Interest Drops The Ball - Let Me Know I'll Step In lol,1
66547,"@BrisbaneGirl Probably would if I was in Brisbane, but I'm going to boogie down with The Revenge and Audun at Elsewhere instead. ",1
66615,@BlueFlameDesign  oh good..thank you!  I think I'll take a break and then try to figure out how to link myself to inklore ,1
66617,@bluefur @ThinkReferrals  Bikram Yoga is the ultimate workout. I challenge you to take just 1 class together. Then decide if its for you  ,1
66642,"@bluemoonjules ohh beeehave, vey nice  Got some of those bees nesting under a flower box in the garden. Nice to see them around",1
66651,"@blueoctoberband y'all are in Columbus tomorrow n i can't make it  tix too expen$ive for this poor gal. rock on, fellas",0
66668,"@bluesdude21 If you do find yourself with a camera in the future, use flickr.com for the pictures. Keeps the quality high and rich ",1
66698,@britl A Bible Class on the letters of Peter-going after my Master's Degree in Pastoral Leadership-hope to get it before I retire ,1
66726,@BLUFFdotcom sorry your right I do mean bluffware. Although the HH button doesnt always work. Sadly I don't own an iphone ,0
66741,@bluntmag I just saw your Lyn-Z poster... I really love it but I live in the States and nowhere imports your mag here ,0
66769,@bmabry :Totally agree... Although that may because I bailed early...  What is the flaw made in the argument above?.. None!  haha,1
66783,@bmccracken Glad to see you tweeting again. We should get together and discuss how to help the music community! I'm afraid for it ,0
66787,@bmfalc If you're writing a neutral comparison of @HubSpot vs. Google Analytics I think that would be a very interesting guest blog post. ,1
67039,"@bobbinrob We had chicken drumsticks and wings. NOMMMM. *gives you some* Woe, work! Boo.  Say hi to the possums for me!",0
67042,@bobbiruiz it's 11:24 in the morning.  Ha it's so weird to think that it's like middle of the night there!,1
67074,@BrittGoosie no. That's not fun  haha. Try for like.... -thinks- is there like... a curtain you can pull? XD,0
67077,@brittianyerin &amp; @jenniferrose_ you guys aren't fat! you are AVERAGE and i think i belly percing would look cute on you guys ,1
67088,@brittlovesmusic Youre so lucky! I wanted to see the all time low free acoustic show but my parents thought it was a hoax. ,0
67089,"@brittlz its true, we love you britt! also did u see Davey after the game? was he close to suicide? poor boy ",0
67160,@britttnicole You have a good voice. I like merry christmas (the war is over) song that you did it was great! Keep Rockin'! ,1
67171,"@BrixxisKING u already know! I'm super excited, my girls got all excited when I told em ud pass us out out there. ",1
67222,@brmendez no i woke up early and left early. I have a marketing event until 2. We see patients starting at 2. ,0
67237,"@BroccoliTofu actually thats a long story, which moral is: never get too involved w/ an over-the-internet friend  helped a lot anyway",0
67274,@BobGlauber  You've got the hang of it now Bob.  Enjoy your twittering.   Here's a good link 4 U http://tinyurl.com/c5v5z3,1
67277,"@BobGrrl why hello Bob.  manchester is good, but looking forward to the next adventure. not sure where. how's you?",1
67304,"@BrodyJenner Men R spoiled by women, that's Y so many of them R worthless, entitled, pieces of shit  Sound familiar?",1
67307,@BrodyJenner that's  what small parts get ya in early stages of career till you get the dbl bangers then full trailers-- I was there ,1
67315,@broganss hun u should cover up or use sun cream that is at least factor 15 sunburn can double your risk of skin cancer. ,0
67325,@Broken_Vibes haha I'll see what I can do. I want to name a hen Muesli but my mum wont let me. ,0
67344,@BrokenSword @To_The_Moon Thank you  Am drinking iced water with lemon and trying to focus on doing some work to take my mind off it.,1
67389,"@BronzeNLeonRdum HG? I really got to catch up on the lingo. What does that mean. And BTW, reading it now. ",1
67394,"@BRoodman yeah, noted - and if I see some other person e-mail sadi.hamar in Libya again, I'll have to re-PSA it!!! ",1
67417,@bobtheostrich LOL...you are too much!! Hey National Velvet on TCM...I think Mickey Rooney lived near me until last year...funny ,1
67425,@bobui Oh that's a long break.  I hope you get back into the routine quickly and that tomorrow goes really well for you ,1
67430,"@BobWeszely Well...if he just gets the &quot;hear from God&quot; part and the obedience piece, he is well on his way!  ",1
67449,@brookeburke Error page keeps showing up on contest form...  I wanna win...LOL!  PLEASE fix it soon! I HAVE TO TRY THIS STUFF!!!,0
67463,@brookefraser hey beautiful.. Loved meeting you at Joes on Friday and so did our new little buba  Hope you had a relaxing weekend xx,1
67514,@BrookeHogan feel better ive been so sick too &amp; LIVING IN MIAMI is awful when ur sick  im prayin for u girl!,0
67528,@BrookeWUHU umm maybe Thursday. I was supposedto b off today but gotta pull a overnight  My little old lady needs more care now,0
67596,"@bokardo No disrespect to women, of course  I think they just need to stand up for themselves more if that's the case.",1
67625,"@BrooklynDDecker http://twitpic.com/6c0w6 - Hahaha, he looks so sad in some way... Can't wait to see what he can do at Wimbledon ",1
67636,"@brooklynoop Hiyas! Doin' ok, and yourself?? @xdahlia Awwww  I sowwy! Sleep! @Jaaycooxo Lol, niiiiice.  No shame in the Noopy love! lol",0
67747,@BonnieBrown Hangin' in! Church gig coming up soon. Think I'll do some Aerosmith for the prelude. That'll wake those Presbyterians!! ,1
67750,"@BonnieBrown that means you're an addict!  I'm enjoying the trip very much, and enjoying seeing them a lot! Hope you're well!",1
67762,@Broooooke_ ahaha yes i am the most smarticle person ever. wait shaun is first. ahaha classic nicknames :L no more bro stink ,1
67778,@brotherjesse The ball is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness ,1
67840,"@Brownoxford Yeah, that's a pain. I am just saying it will get better when you go live.  #magento #caching",1
67844,@brownsugakisses  i miss u guys and i miss complaining with u about how long our hair used 2 b LOL we still look fab tho!,1
67846,"@BrownTink:Calling SUV on a parent constitutes a child being hit BY an SUV from the parent,..but thats OldSkool child discipline=jailtime ",0
67858,@BRRiverCenter Hey!  What do we have to do to get the American Idol concert here in B.R.?  Next closest venue is Memphis or Dallas!  ,0
67933,"@bookdepository Love you, buy from you, but a missing apostrophe on a bookseller's website?   Anor grammar error too! http://tiny.cc/KHmOi",0
67975,@amyjjohnston Sounds like you need to see #StarTrek tonight  I'm finally going to see it tomorrow...with preschooler hard to see movies!,1
68050,@Bookwhisperer37 i wish it was 38 degrees here! my fingers are long gone frozen hehe. ps. trying to @koffeemug addicted to twitter.. ,1
68066,@BoomBoomBetty oh thanks you very much.  I love blip I love blip so much. blip would make a way better boyfriend than @dimeadozenpattz,1
68106,"@brunnarae i know right? he got me stuff from NYC, so i figure i can at least get him an OSU shirt. ",1
68250,@BoricuaJimmy stop whining there are worse things in the world than not being in 1st class like starving kids and losing a fave lip gloss ,1
68255,"@BoringBoo When you're drinking Lambrusco Rose it's not even expensive! Ã¯Â¿Â½1.89! But I like it, I'm a very very cheap date ",1
68313,@brushfire  Couldn't send a direct message since you are not following me. Your package will arrive tomorrow. Will Jack be there? ,1
68357,"@AmyxElizabeth I work at WIS International, its inventory. the hours are ridiculously weird, and like i said takes over your life. ",0
68392,@bornagainmutant takes talent to pull it off. Beatles did it frequently with ease. Sufjan/his staff tweeted today. I miss FakeSufjan. ,0
68399,"@Borriesaur I love guilty pleasure!!!! i mean, Hot mess is a pretty.... awkward song. But I LOVE it!  what about you?",1
68427,@BryanCates love being married to u but Richard Dean Anderson was my first choice. I think I was 6 when I decided that. ,1
68455,@BryanKDawson i am soooo jealous of you. it's rainy and gross out today and a smoothie like that would make everything all better! ,0
68467,@bossychole tiff got a baby white chihuahua an hour ago to help her feel comfy with the moved! im in loveeeee  i want one!,0
68519,@boulderquest I'm going to the Centerville Ohio Quest center. Master Hayes was standing less than ten feet away when I got my belt! ,1
68588,"@BrynnJolie nice! Thanks for the recommendations! ended up with a case of fat tire &amp; rootbeer, since it was a school night. ",1
68613,"@Anaalove hey, if u want i have the whole song &quot;one and the same&quot; cuz the one u sent me was cut ",1
68625,"@Anacott I never planned to go, I guess it's not my thing. From what I heard, everyone had a great night ",1
68635,@bouncingsheep also -- mozzarella and ricotta so far.  Can't get the acidity right in my Mozz though. --keeps goin crumbly like feta. ,0
68702,@BSBSavevMyLife It's like it's something programmed into us :/ You want to be yourself but always kinda hold back for fear of others. ,0
68741,@analogbettie a park is always a good place to start. it's outside and you don't necessarily have to deal with people. ,1
68744,@analoguepilot I will be drinking heavily when it's on absolutely anywhere BGT isn't. Supposedly I should have a parcel waiting at home ,1
68814,"@bstephanoff yeah..  Not a fan of small spiders, so giant ones extra suck. Sorry about your mom.   Same stuff or?",0
68815,"@BstiNatosi Absolutely no spoilers, I promise--that's one of my pet peeves. You already knew he was gonna be funny. ",1
68824,@bsweens haha they might! good luck if you're taking it as well  i'm hoping I get a 1 for putting my name down,1
68888,"@AnansiER I'm 30 years old. If I haven't found it by now, I think it's just about too late. ",0
68903,@boxOFjuice Wait till u feast ur pretty eyes on the other pics!!! Quite a few! I had a glimpse of thumbnails  Waiting....waiting.....,0
69044,@bubbly90 I missed it.  I shoulda known it was going to be deleted. But my popcorn wasn't done being made yet. ,0
69054,@boztek Really? What point is a Twitter client with no notifications!?!?!  I depend on these constant distractions! They are my life-line!,0
69099,@Buchovnik not certain about the awesomeness of the stalking when deducability is quite good  our travelogue is here: @antelena &lt;3 &lt;3,1
69112,@buckhollywood Bloody Hell !! Beyonce sings &quot;If I were a boy&quot; ! She shoud have sang &quot;If I where a whore !&quot;  ,1
69129,"@buckhollywood I like &quot;hugs&quot; LOVE &quot;hugs&quot;....mmm,hhhuggss...oops@_@ I mean, yeah hugs are nice, lol ",1
69193,"@anastasiav the author of Pendragon, hot mannequins waving at me, and two ugly burly dudes in the food court  only saw aftermath though ",0
69218,@buckhollywood so...17 again. LOVED IT! But for those nerds out there. No one knew about hippogriffs/harry potter in 1989. ,0
69239,"@bucky4eyes did I miss your birthday? is it today or yesterday? Happy Birthday if today, Belated Wishes if yesterday   Eat mucho cake!",1
69242,"@bradenwh The thing is, I've used WebOS and you haven't  It's not as great as you make it out to be",1
69281,"@bud_caddell  Oh darn, I've missed little wire block toy.   Endless hours, one objective. Pure Joy. Sounds about right.",0
69282,"@Bud101 dude, it is such a relief not having to stress on work, I can go back to using photoshop for fun again ",1
69287,"@buddalunch I hope i will be badass , But everyones starting to flake out  we'll see what happens . I'll update u later",0
69296,@buddhamagnet ok I think very brief &amp; a lot of ppl had left   the crew et al are already over at the rogersmith.,0
69332,"@bradiewebbstack lol, cant wait to see nyour new drumming technique at sway sway concert in brissy  (by the way i suck at spelling)",1
69392,@budnerk ... Pick one that talks to me!!!! I'm lonely! I don't have anyone to drink my orange juice with in the morning! ,0
69469,"@bradradke Hey, I know I found out yesterday! As if I needed another reason to love twitter more! xD But thanks for telling me! ",1
69486,@bradyglen but it was slowww :S in the beginning...this is GoW 2 right?...devil may cry has a weapon named artemis too ,1
69491,@BradZiffer but seriously... if ur an AT&amp;T customer already they should allow upgrades. Doesn't say very much for their customer loyalty ,0
69533,"@Andie_Gates87 Hold that feeling until the next time you play them, and then absolutely destroy them. I'll bring an airhorn next time ",1
69698,"@bummerbash i honestly just left it in my cabinet and the next thing i knew, it was gone! ( i think someone stole it... ",0
69764,"@AndraeRaMone sorry dude. Selective Twitter hates me, but I've been tasked with capturing play by play at this conference. Sorry facebook ",0
69782,"@Andreaahaolland ty &amp; suree  @Kiara_Torpey ty for the luck, iv used all up my texts =[ it went alright, better than first paper =|",1
69810,"@bunnyhugger16 ur happy, i've got 2 deal with a tight schedule  not 2 mention my little brother annoying me every single second D:",0
69825,@bunnytenenbaum Hey thanks for the tip! Someone's gone to the store for me so they're gonna see if they can find it ,1
69831,@bunz23q i know everyone must be so bored at school without me i left and i took the fun with me  whens melbourne?,1
69851,@BrandiM hmm maybe @samhenry didn't show his true colors at the Houston Orphan Conf???maybe we will get to meet ghetto sam in september. ,1
69919,"@andreaLG Chocolate chai is sooo yummy! Alas, another month of no caffeine or dairy for me so I'll live that vicariously through you! ",1
69944,"@BrandonMcCalla Oh hun.. Its Sunday night here, almost midnight..  I worked the whole weekend  How's your weekend going so far?",0
70031,"@BrandyWandLover Haha aww bless, tortoises are wierd eh, but harmless  i held that lizzard and it was just still the whole time! wierd!",1
70168,@Bravstar Hahah its a good quote    And I've never heard about that movie ) I live under a rock. Is it any good?,1
70195,@brcphoto i can't complain!  hawaii is almost like oklahoma....you're not missing much   i'll have to check about aug. 15th.,1
70288,@AndrewDearling :o And I missed it? And I'll miss the rpt 2mrw  Oh well there's youtube sunday I guess. Thanks Andrew ,0
70388,"@business_design Congratulations!! Sorry to hear there are printing mistakes  but luckily it's the &quot;soft&quot; launch, that's what it's for! ;)",0
70396,@bustxamovex PS - did you see the segment during his first show where he was running? There was a clip of him running in eville ,1
70418,"@Busymom What your favorite color is and why, what might have influenced it, and how that's affected your life / decorating / everything. ",1
70499,"@AndrewPour Don't know about that, i'm not a club person...And i'm pretty fried, beach got to me. ",0
70573,@ButterbeanUK I've gotta wake up that time too  Wont go bed for another hour or 2 though haha. Good night bud,0
70597,@andshespins absolutely gorgeous.  I think I should open a gothic/punk dance/strip club in Chicago.  I think it would do well. ,1
70646,@butterflykate Well they're just going to have to leave him in it forever then...or they'll have to deal with you.. ,1
70661,@BRENDALEFRANDT very beautiful phrase ... like the one i once heared. It's nice to be important but it's important to be nice ,1
70665,"@brendamantz Very tired, but all right, thanks.  Just hard to bury a young person, you know? How are you?",1
70667,@BrendaMejia haha is it cool with you if I just go to the treadmill in the other room.  YES! I'm that that lame ,0
70707,@butterstulle that early? you'll give me a call when i can come around 2day?i dont wanna disturb your little whatever with dennis ,1
70744,@Brendsling thanks babes! gonna need all the luck I can get.. I feel awful right now! I am really anxious for failing again ,0
70772,@BuzzEdition anywhooo... my philospophizin minnd workin overtime. wayy 2 deep for sunday nite i think! get on back to work now!  hehehe.,1
70786,"@BuzzEdition You're welcome. Hey, have you sent love @CTK1 's way? In hospital today for surgery to sort old motorbike accident ",0
70796,"@BW101 I know right? Ever since they released it I've been wanting them to perform it  That, and The End! Jeesh.",0
70849,@BWells So jealous! That sounds sooooo delicious!! I haven't been to LA in forever! I need to make a trip just for the food ,1
70859,@bwJen I know   Lots of  things in the world that I can't control this week....thank you for the reminder to breathe.,0
70860,@bwJen thanks  i've found a lot of complicated advice out there and i just want to break it down for the rest of us,1
70947,"@bytera Birds of a feather, right?  I've learned a lot from the online atheist community in the last few months alone.",1
70973,@C_DIG Amazingly they are still there too! I thought for sure this group of spammers would be gone by now.  Have a great day!,1
71005,"@c1ndyy Yeah, it's good! If you're not going to use it, give it to me! I want to watch Star Trek ",1
71021,@andychrism I'm sorry she unfollowed you.    The problem is that some programs emphasize how great they are while &quot;forgetting&quot; that...,0
71091,@Cabrissi starting the website i want to plus making it a print publication would be my IDEAL job! But no $$ in that really ,0
71106,"@bretharrison I follow on #followfriday. I also send suggestions, too. It's a great way to find new people to follow ",1
71149,@brhis no blue shirt on &quot;blue shirt Friday&quot; is like finding out Santa Claus isn't real!!!!! I'm SO disappointed!   #brettislame,0
71160,@briahiebert16 hahahaha ohh bria...only u could think of that....i know u like makeup but that's definatley too much!! haha jk ,1
71174,"@Brian_Healy i reckon its going to be a pretty long queue  can't wait for Transformers 2, she was criminally underused in the first!",0
71178,"@brian_littrell :O!! Hi brain! it is soo awesome u decided to twitt  we where missing u, hope u are having fun - kisses from Peru ",1
71225,@andyclemmensen yeea but it would be kinda random ppl singing everywhere u go..LIKE THE GOOD GUYS AD :p stupid false advertising haha  x,1
71245,@andydick You're not the only one awake! I'd check out the blog if I could but my internet is down right now. ,0
71337,@andysandimas are you going to be signing at erotica? i'm not in the feature anymore. i'm stoked to see you again!! ,1
71423,@cacaubrazil I heard the results are worth it but I'm such a baby! lol. I plan to try it at least once though! ,1
71445,@CAdeleke I feel like your luggage gets lost a lot or is that just me?!? lol love you girl and miss you too! ,1
71467,"@AndySwan heard traditional reasons: lack water, precede refrigeration. current think social rock tumbling, will 2 explore, opps. i'm fan ",1
71473,"@AndyTaylorSonic Ouch, that does not sound too cool  Will you eventually come north to Holland for some shows when healed? Get well soon!",0
71499,"@caduceuscellars very cool, thanks for sharing, myth, Jungian, water images I like, and I noticed some caduceus images as well ! ",1
71514,"@caffeinatedbev Great, that's as refreshing. Me? I'm only really awake when the caffeine hits the bloodstream in morning. Cheers ",1
71529,@caffeinesparks I remember the first time I heard *ICBM*: the late Joe Cantada shouting it after Jawo made a 3-pointer during a PBA game ,0
71530,"@Caffienekitty - but you never know, it could happen!  (that's what the lottery is predicated on, right?  ) besides, you clearly rock ",1
71534,@caged_angel babe! I will have to involved you in another wish! Some last minute changes  But don't worry it will be within this month!,0
71586,@caitlinaudrey wish you were too! FTSK would be awesome! I'll do a proper state hop eventually  Which thread is the ATL thing in?,1
71615,@BrianMcnugget hey bri! every moment ive seen of you on youtube is so funny lol! my fav is lollypop with westlife haha good times!! ,1
71671,@anetjay lol We are talking about the Avon Clinical advanced Retexturing peel pads. We're just so amazed how amazing this product is. ,1
71709,"@BrianPuspos what you doing up so late, hmm?  roll your windows, blast your music, and sing like nobody's listening =D",1
71730,@caitopotato oh i miss you too. I watched the scary ryan breathing into your nose vid on my study break and about peed myself ,1
71753,@caityyyyyy am stuffeddd ! haha am meant to be studying but am on heree ha ha and its mothers day too  i wanna be with mummyyy,0
71785,"@cakeykell I was a HORRIBLE tight roller of jeans in junior high, so I just didn't do it. I was a loser ",0
71809,"@BrianWellsMD something like that... btw, we should have met up at NFG last night. I realized I didn't have your # ",0
71822,@brickset glad to c u jumped on the twitter bandwagon. Looking forward to your Star Wars Lego related tweets  P.S Use @Tweetie on iphone,1
71839,"@ange39nz &amp; @MothersInstinct - nice self-pluggage there ladies , i hope you're not too cold there in Auckland...the temp just dropped ",0
71853,"@Angel_ine &quot;Intern Wanted: Must be able to make photocopies, coffee, be hot, blonde and tall. Other duties as required&quot; ",1
